game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated,_art_year
4021,"Road to Richmond is an extra Blue and Gray Civil War Quad game, first published in Strategy &amp; Tactics magazine #60. Also released in Folio format&#10;&#10;From the introduction:&#10;&#10;Road to Richmond is a simulation of the engagement between Robert E. Lee's Army of Nortern Virginia and George B. McClellan's Army of the Potomc during its change of base to the James River in June and July, 1862. During the union withdrawal, Robert E. Lee proved his strategic genius and generalship in spite of the heavy losses to both sides. Richmond had been threatened by a superior force of Federal troops and now they, not the Confederates, were withdrawing to a defensive position. Soon after the campaign, Lee would move north causing the subsequent Federal withdrawal to Washington.&#10;&#10;",//cf.geekdo-images.com/images/pic64845.jpg,2,120,12,2,120,Road to Richmond,120,//cf.geekdo-images.com/images/pic64845_t.jpg,1977,Redmond A. Simonsen,"American Civil War,Wargame",,Joe Angiolillo,,"Blue & Gray Series,Cities: Richmond (Virginia, USA),Magazine: Strategy & Tactics",Hex-and-Counter,"SPI (Simulations Publications, Inc.)",5.95851,94,1970
4023,"It's Frag, the fast-moving &quot;first-person shooter&quot; boardgame... mutated into the Weird West!&#10;&#10;This is a complete game combining the award-winning Deadlands background with the fast, fun Frag rules. Play as one of six characters, including the magic-using Huckster, the undead Harrowed Gunslinger or a Mad Scientist... frag your foes on the main street of Doomtown and hang them on the gallows!&#10;&#10;Usable as a stand-alone boardgame or a fully compatible expansion to Frag, Frag Deadlands has everything you need for hours of violent fun!&#10;&#10;Integrates with:&#10;&#10;    Frag&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic482229.jpg,6,60,14,2,60,Frag Deadlands,60,//cf.geekdo-images.com/images/pic482229_t.jpg,2001,Alex Fernandez (I),"American West,Card Game,Dice,Fighting,Video Game Theme",,"Steve Jackson (I),Philip Reed",,"From RPG books to board games,The Weird West (BGG Family)","Area Movement,Dice Rolling,Roll / Spin and Move",Steve Jackson Games,5.49623,234,1970
4035,"It's the hilarious headline card game! This game is a little different: you're dealt a hand of cards with words on them, each with a point value. When it's your turn, construct the headline that earns the highest points... and often the biggest laughs! The first player to get to 500 points wins. If more than one player earns 500 points when the hand's points are totaled, the highest score wins.&#10;&#10;Each round, players are dealt 5 cards. They may discard and replace up to 3 three of them, and then each one makes a sensible headline with the cards in their hand. The value of the headline is doubled for anyone using an &quot;Exclusive&quot; card. The first player to reach 500 points is declared the winner.&#10;&#10;",//cf.geekdo-images.com/images/pic536539.jpg,6,10,8,2,10,Man Bites Dog,10,//cf.geekdo-images.com/images/pic536539_t.jpg,2002,,"Card Game,Humor,Word Game",,(Uncredited),,,,University Games,4.69518,553,1970
4036,"Anzio Beachhead is an operational level simulation game of the allied invasion of the Italian mainland near Rome during WWII. The invasion began January 22, 1944, under the code name Operation Shingle. It had the Alban Hills and the isolation of the German army as its objective. Failing in this, Allied troops would have to hold until relieved. Here Hitler recognized Germany's great chance to destroy an Allied invasion. Had his troops succeeded in destroying the beachhead, the war in Europe could well have been lengthened.&#10;&#10;Anzio Beachhead is a two-player game in which one player controls the German forces while his opponent controls the Allied forces.&#10;&#10;Game Scale:&#10;Turn: 24 Hours&#10;Hex: .9 mile / 1.34 km&#10;Unit: Company/Battalion/Regiment/Brigade&#10;&#10;Game Inventory:&#10;One 17&quot; x 22&quot; Map&#10;One counter sheet (100 1/2&quot; counters)&#10;One 8 page rule booklet&#10;&#10;This first appeared in Strategy &amp; Tactics magazine #20 in December 1969, along with Bastogne. SPI later released it in white box and black formats during the 1970s. In 1990 it reappeared, with minor revision, in S&amp;T #134 (May/June 1990).&#10;&#10;Per Jim Dunnigan:&#10;&#10;&quot;AB was seen as another situation like the Bulge, where the attacker had a rapidly declining edge. The original American commander was not bold, and lost. So the idea with AB was to explore the what if's. At that time, I had been working on designing games for about eight years (since I first discovered the AH games.) Before that, I was always interested in the details of history, and how they were connected. AH wargames were the first time I saw someone else thinking the same way, and doing it in a novel way.  I was always building on that.&quot;&#10;&#10;&quot;I had been designing a similar game, called Italy, which incorporated the rest of the Italian theater, with a smaller scale map of the Anzio area (ie, two interrelated games, one strategic and the other operational). But when Dave's game came in I thought it did a better job of the Anzio section. We had come up with some of the same solutions, and his game  was more compact and suitable for the magazine.&quot;&#10;&#10;(e-mails with Neopeius, 9/5-6/11)&#10;&#10;",//cf.geekdo-images.com/images/pic52682.jpg,2,60,12,2,60,Anzio Beachhead,60,//cf.geekdo-images.com/images/pic52682_t.jpg,1990,Ted Koller,"Wargame,World War II",,David Williams (I),,Magazine: Strategy & Tactics,Hex-and-Counter,"3W (World Wide Wargames),SPI (Simulations Publications, Inc.)",5.83125,80,1970
4037,"Raid!: Commando Operations in the 20th Century, is a tactical-level simulation of commando tactics and operations from World War II to the near future.&#10;&#10;First appeared in Strategy &amp; Tactics magazine #64 (September/October 1977).&#10;&#10;From the introduction:&#10;&#10;Raid!   The game is played by scenario. There are several historical scenarios as well as provisions for the players to make up their own.&#10;&#10;The map is a 3-color map. Units are two- or four-man fire teams, with individual tanks, truck, command centers, helicopters, etc. depicted.  There are extensive and rational command control rules.&#10;&#10;Game Scale:&#10;Game Turn: 2 minutes&#10;Hex: 27 yards / 25 meters&#10;Units: 2 to 4 soldiers&#10;&#10;Game Inventory:&#10;One 22 x 34&quot; six color maps&#10;One dual-side printed countersheet (200 1/2&quot; counters)&#10;One 12-page Raid! rulebook&#10;One 6-sided dice (not included in magazine version)&#10;&#10;Solitaire Playability: Medium&#10;Complexity Level: Medium&#10;Players: 2 or more&#10;Playing Time: .5-4 hours&#10;&#10;",//cf.geekdo-images.com/images/pic45756.jpg,2,240,12,2,30,Raid!,240,//cf.geekdo-images.com/images/pic45756_t.jpg,1977,Redmond A. Simonsen,"Modern Warfare,Wargame,World War II",,"Mark Herman,Tony Merridy",,Magazine: Strategy & Tactics,Hex-and-Counter,"SPI (Simulations Publications, Inc.)",5.32634,131,1970
4040,"Triominos is a game to Dominoes, in that players are laying tiles that match up to other tiles in the play area, with the goal to get points and be rid of tiles. In Triominoes, the pieces are triangles with numbers that mat are matched on each side. Each triangle has 3 numbers at the points, so to place a piece next to it, it must match two numbers on the side.&#10;&#10;Pressman also released Quad-Ominos.&#10;&#10;Goliath released a 6 player version with 20 additional unique stones as Triominos Gold.&#10;&#10;",//cf.geekdo-images.com/images/pic392301.jpg,6,30,6,2,30,Tri-Ominos,30,//cf.geekdo-images.com/images/pic392301_t.jpg,1965,"Bernd Dümler,Heidemarie Rüttinger","Abstract Strategy,Movies / TV / Radio theme",,Allan Cowan,,"Celebrities: Walt Disney,Dominoes,Schmidt Spiele Classic Line,Tri-Ominos,Triangular Dominoes","Hand Management,Pattern Building,Tile Placement","Ahorn Holz und Spiel,Arxon,Brain-ed, Ltd.,Cayro Juegos,Croner,danspil,Dilemma Games,Editrice Giochi,F. Brunner,Frank H Richards,Goliath B.V.,Ideal,Irwin Pacific,Kenbrite,Monkey Pod Games,Nordic Games GmbH,Noris Spiele,Peri Spiele,Peter Pan Playthings,Playtoy Industries,Pressman Toy Corp.,Schmidt Spiele,Weico Produkte GmbH,Woodstock Spiele",5.24414,1574,1970
4047,"A game covering five battle of the ACW: Bull Run, Pea Ridge, Shiloh, Gettysburg, and Bentonville.&#10;&#10;Each battle is a separate game unto itself, with its own set of counters and map, however the basic system applies to all the battles. Players pull a chit to activate certain formations which can then move. If the &quot;Combat&quot; chit is pulled, then all combats are resolved. Formations and Unit size varies from game to game, ranging from division to corp for formations and regiment to brigade for units.&#10;&#10;",//cf.geekdo-images.com/images/pic292729.jpg,2,180,12,2,180,Across 5 Aprils,180,//cf.geekdo-images.com/images/pic292729_t.jpg,1992,"Charles Kibler,Don Troiani","American Civil War,Wargame",,Eric Lee Smith,,,"Chit-Pull System,Dice Rolling,Hex-and-Counter",Victory Games (I),6.98761,399,1970
4048,"On a quiet Pennsylvania summer morning, Confederate General Robert E. Lee gambled his new nation's hopes on a climactic battle at a crossroads town no one really wanted to capture. His troops stood at their peak: battle-tested, used to victory, and eager to end the war. Opposing him, Union General George Meade knew that he could save American unity with a victory. After two years of war, Meade understood that simply avoiding defeat would not satisfy the American people.&#10;&#10;The Origins Award winning designers of Rome At War, and Eagles Of The Empire bring you the ultimate struggle &amp; sacrifice to preserve a nation.&#10;&#10;Renowned wargame designer Dave Powell makes his Avalanche Press debut with this exciting game of the battle that decided America's destiny. A smooth-playing game with large, beautiful counters and a stunning map in the tradition of our popular Rome At War series. No combat charts, no markers - just an evening's gaming fun!&#10;&#10;",//cf.geekdo-images.com/images/pic13834.jpg,2,180,12,2,180,"War of the States: Gettysburg, 1863",180,//cf.geekdo-images.com/images/pic13834_t.jpg,2002,"Peggy Gordon,Brien J. Miller,Keith Rocco","American Civil War,Wargame",,David A. Powell,,Wars of the States and Empires,"Area-Impulse,Hex-and-Counter",Avalanche Press Ltd.,5.97333,75,1970
4049,"A board game based on the classic novel by Dave Drake.  &quot;The Hovertank is amazingly silent for its fusion powered bulk.  Even the hiss of the main laser turret would seem quiet to an ancient tank commander.&quot;  Artillery, tanks, infantry, shells from the sky, etc.  &quot;Soon the enemy will know that Colonel Alois Hammer's Slammers have landed.&quot;&#10;&#10;The map represents various battlefield and terrain the mercenaries fought over the latter half of the 3rd Millennium.  It has the usual roads, forest, slopes, clear, lake, city, swamp, hill, river, bridge, fortress and rubble terrain.  Hammer's Slammers is a basic hex-based wargame in the Panzerblitz tradition with CRT's, terrain modifiers, and fairly easy rules (7 pages of actual rules).&#10;&#10;",//cf.geekdo-images.com/images/pic772041.jpg,4,120,12,1,120,Hammer's Slammers,120,//cf.geekdo-images.com/images/pic772041_t.jpg,1984,"Paul Alexander,Jim Clouse,H. N. Voss","Novel-based,Science Fiction,Wargame",,"Jim Griffin,H. N. Voss,Neil Zimmerer",,,"Hex-and-Counter,Modular Board",Mayfair Games,5.86294,85,1970
4050,"Fortress Europa recreates the Allied campaign in Western Europe from D-Day to March 1945. The Allied player must select an invasion site and make a successful landing, breakout of the beachhead, drive across France and push deep into Germany. The German player must prevent the Allied Invasion or else conduct and orderly withdrawal across France, constantly delaying the Allies, and then counter attacking in the winter.&#10;&#10;Fortress Europa is the successor to Avalon Hill&rsquo;s highly acclaimed Russian Campaign...The basic game is 37 turns long, but several scenarios are provided for those wishing a shorter game. In addition, Sudden Death Victory Conditions are included which shorten the basic game ...&#10;&#10;Fortress Europa  comes in an 8.5&rdquo; x 11.5&rdquo; x 2&rdquo; game box with three part mounted 22&rdquo; x 24&rdquo; map board; 520 double-sided die cut cardboard counters; a 16-page rule booklet with rules for play, optional rules and scenarios; several cardstock player aids including German &amp; Allied Order of Battle charts, Aircraft Mission and Replacement Chart and a Time Record Chart; and one six sided die.&#10;&#10;Avalon Hill also published a Play By Mail (PBM) kit for Fortress Europa including two-page, pink instructions and double sided pages for the German and Allied Order of Battle Charts used for tracking play.&#10;&#10;",//cf.geekdo-images.com/images/pic2094793.png,2,240,12,2,240,Fortress Europa,240,//cf.geekdo-images.com/images/pic2094793_t.png,1978,"John Edwards,Charles Kibler,Rodger B. MacGowan,Alan R. Moon,Dale Sheaffer","Wargame,World War II",,"John Edwards,Richard Hamblen,Alan R. Moon",,,Hex-and-Counter,"Avalon Hill,Jedko Games,Kokusai-Tsushin Co., Ltd. (国際通信社)",6.53695,466,1970
