publisher,page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,month,year,date
Marvel,5708,Robert Baldwin (Earth-616),\/Robert_Baldwin_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,293.0,"1988, September",September,1988.0,1988-09-01
Marvel,1902,Vance Astrovik (Earth-616),\/Vance_Astrovik_(Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,290.0,"1975, July",July,1975.0,1975-07-01
Marvel,6633,Wendell Vaughn (Earth-616),\/Wendell_Vaughn_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,290.0,"1978, January",January,1978.0,1978-01-01
Marvel,100716,Chili Storm (Earth-616),\/Chili_Storm_(Earth-616),Public Identity,,Green Eyes,Red Hair,Female Characters,Homosexual Characters,Living Characters,284.0,"1948, October",October,1948.0,1948-10-01
Marvel,4565,Abner Jenkins (Earth-616),\/Abner_Jenkins_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,284.0,"1964, August",August,1964.0,1964-08-01
Marvel,1505,Elektra Natchios (Earth-616),\/Elektra_Natchios_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,280.0,"1981, January",January,1981.0,1981-01-01
Marvel,1256,Bullseye (Lester) (Earth-616),\/Bullseye_(Lester)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,277.0,"1976, March",March,1976.0,1976-03-01
Marvel,119507,Forge (Earth-616),\/Forge_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,276.0,"1984, August",August,1984.0,1984-08-01
Marvel,9106,Virginia Potts (Earth-616),\/Virginia_Potts_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,274.0,"1963, September",September,1963.0,1963-09-01
Marvel,2383,Walter Langkowski (Earth-616),\/Walter_Langkowski_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,273.0,"1979, April",April,1979.0,1979-04-01
Marvel,1733,Gorgon (Earth-616),\/Gorgon_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,272.0,"1965, November",November,1965.0,1965-11-01
Marvel,37689,James Madrox (Earth-616),\/James_Madrox_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,271.0,"1975, February",February,1975.0,1975-02-01
Marvel,1808,Heimdall (Earth-616),\/Heimdall_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,270.0,"1962, October",October,1962.0,1962-10-01
Marvel,2558,Theresa Cassidy (Earth-616),\/Theresa_Cassidy_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,267.0,"1981, April",April,1981.0,1981-04-01
Marvel,1565,Laura Kinney (Earth-616),\/Laura_Kinney_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,265.0,"2004, February",February,2004.0,2004-02-01
Marvel,33447,Arthur Douglas (Earth-616),\/Arthur_Douglas_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,264.0,"1973, February",February,1973.0,1973-02-01
Marvel,2511,Peter Parker (Ben Reilly) (Earth-616),\/Peter_Parker_(Ben_Reilly)_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Blond Hair,Male Characters,,Deceased Characters,263.0,"1975, October",October,1975.0,1975-10-01
Marvel,1971,Warlock (Technarch) (Earth-616),\/Warlock_(Technarch)_(Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Living Characters,261.0,"1984, August",August,1984.0,1984-08-01
Marvel,1903,Kevin Plunder (Earth-616),\/Kevin_Plunder_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,260.0,"1965, March",March,1965.0,1965-03-01
Marvel,1445,Leonard Samson (Earth-616),\/Leonard_Samson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Green Hair,Male Characters,,Deceased Characters,260.0,"1971, July",July,1971.0,1971-07-01
Marvel,2582,Melissa Gold (Earth-616),\/Melissa_Gold_(Earth-616),Secret Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,260.0,"1979, August",August,1979.0,1979-08-01
Marvel,2037,Lockheed (Earth-616),\/Lockheed_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,260.0,"1983, February",February,1983.0,1983-02-01
Marvel,1935,Mercedes Knight (Earth-616),\/Mercedes_Knight_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,259.0,"1972, March",March,1972.0,1972-03-01
Marvel,2060,Moira Kinross (Earth-616),\/Moira_Kinross_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,259.0,"1975, December",December,1975.0,1975-12-01
Marvel,1915,Karnak (Earth-616),\/Karnak_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,257.0,"1965, December",December,1965.0,1965-12-01
Marvel,2204,Namorita Prentiss (Earth-616),\/Namorita_Prentiss_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,257.0,"1972, June",June,1972.0,1972-06-01
Marvel,2038,Lockjaw (Earth-616),\/Lockjaw_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,255.0,"1965, December",December,1965.0,1965-12-01
Marvel,1029,Adam Warlock (Earth-616),\/Adam_Warlock_(Earth-616),No Dual Identity,Good Characters,White Eyes,Gold Hair,Male Characters,,Living Characters,252.0,"1967, September",September,1967.0,1967-09-01
Marvel,2407,Heather McNeil (Earth-616),\/Heather_McNeil_(Earth-616),Public Identity,,Green Eyes,Red Hair,Female Characters,,Living Characters,252.0,"1980, November",November,1980.0,1980-11-01
Marvel,2034,Curtis Connors (Earth-616),\/Curtis_Connors_(Earth-616),Public Identity,,Red Eyes,No Hair,Male Characters,,Living Characters,250.0,"1963, November",November,1963.0,1963-11-01
Marvel,2097,Theodore Sallis (Earth-616),\/Theodore_Sallis_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,249.0,"1971, May",May,1971.0,1971-05-01
Marvel,2421,Adrian Toomes (Earth-616),\/Adrian_Toomes_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Bald,Male Characters,,Living Characters,248.0,"1963, May",May,1963.0,1963-05-01
Marvel,1514,Amora (Earth-616),\/Amora_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,247.0,"1964, April",April,1964.0,1964-04-01
Marvel,1335,Clea (Earth-616),\/Clea_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,247.0,"1964, November",November,1964.0,1964-11-01
Marvel,1289,Mar-Vell (Earth-616),\/Mar-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,245.0,"1967, December",December,1967.0,1967-12-01
Marvel,2309,Eugene Judd (Earth-616),\/Eugene_Judd_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,245.0,"1983, August",August,1983.0,1983-08-01
Marvel,1813,Daimon Hellstrom (Earth-616),\/Daimon_Hellstrom_(Earth-616),No Dual Identity,,Red Eyes,Red Hair,Male Characters,,Living Characters,242.0,"1973, September",September,1973.0,1973-09-01
Marvel,76396,John Jonah Jameson III (Earth-616),\/John_Jonah_Jameson_III_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,240.0,"1963, March",March,1963.0,1963-03-01
Marvel,2497,Triton (Earth-616),\/Triton_(Earth-616),No Dual Identity,Good Characters,Green Eyes,No Hair,Male Characters,,Living Characters,240.0,"1965, December",December,1965.0,1965-12-01
Marvel,2138,Meggan Puceanu (Earth-616),\/Meggan_Puceanu_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,240.0,"1983, December",December,1983.0,1983-12-01
Marvel,6517,Robert Reynolds (Earth-616),\/Robert_Reynolds_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,240.0,"2000, September",September,2000.0,2000-09-01
Marvel,2351,Aleksei Sytsevich (Earth-616),\/Aleksei_Sytsevich_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,239.0,"1966, October",October,1966.0,1966-10-01
Marvel,15903,Santo Vaccarro (Earth-616),\/Santo_Vaccarro_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,238.0,"2003, September",September,2003.0,2003-09-01
Marvel,2335,Jonathan Clay (Earth-616),\/Jonathan_Clay_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,237.0,"1960, August",August,1960.0,1960-08-01
Marvel,1095,Ares (Earth-616),\/Ares_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,236.0,"1949, April",April,1949.0,1949-04-01
Marvel,2523,Sersi (Earth-616),\/Sersi_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,236.0,"1976, September",September,1976.0,1976-09-01
Marvel,2617,Guido Carosella (Earth-616),\/Guido_Carosella_(Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,236.0,"1985, July",July,1985.0,1985-07-01
Marvel,1533,Zabu (Earth-616),\/Zabu_(Earth-616),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,234.0,"1965, March",March,1965.0,1965-03-01
Marvel,2186,Michael Morbius (Earth-616),\/Michael_Morbius_(Earth-616),Secret Identity,,Red Eyes,Black Hair,Male Characters,,Living Characters,231.0,"1971, October",October,1971.0,1971-10-01
Marvel,2353,Julio Richter (Earth-616),\/Julio_Richter_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,231.0,"1987, June",June,1987.0,1987-06-01
Marvel,15511,Phoenix Force (Earth-616),\/Phoenix_Force_(Earth-616),Secret Identity,,,No Hair,,,Deceased Characters,229.0,"1976, October",October,1976.0,1976-10-01
Marvel,15907,Megan Gwynn (Earth-616),\/Megan_Gwynn_(Earth-616),Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,,Living Characters,229.0,"2004, November",November,2004.0,2004-11-01
Marvel,2724,Kyle Richmond (Earth-616),\/Kyle_Richmond_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,227.0,"1969, October",October,1969.0,1969-10-01
Marvel,1911,Karen Page (Earth-616),\/Karen_Page_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,226.0,"1964, April",April,1964.0,1964-04-01
Marvel,1336,Tyrone Johnson (Earth-616),\/Tyrone_Johnson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,226.0,"1982, March",March,1982.0,1982-03-01
Marvel,1503,Maxwell Dillon (Earth-616),\/Maxwell_Dillon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,225.0,"1964, February",February,1964.0,1964-02-01
Marvel,1356,Valerie Cooper (Earth-616),\/Valerie_Cooper_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,225.0,"1983, December",December,1983.0,1983-12-01
Marvel,8844,Anna May (Earth-616),\/Anna_May_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,224.0,"1964, August",August,1964.0,1964-08-01
Marvel,1471,Vlad Dracula (Earth-616),\/Vlad_Dracula_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,223.0,"1951, March",March,1951.0,1951-03-01
Marvel,1389,Tandy Bowen (Earth-616),\/Tandy_Bowen_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,222.0,"1982, March",March,1982.0,1982-03-01
Marvel,2054,Monet St. Croix (Earth-616),\/Monet_St._Croix_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,221.0,"1994, November",November,1994.0,1994-11-01
Marvel,1684,Gamora (Earth-616),\/Gamora_(Earth-616),No Dual Identity,,Yellow Eyes,Black Hair,Female Characters,,Living Characters,218.0,"1975, June",June,1975.0,1975-06-01
Marvel,10174,Amara Aquilla (Earth-616),\/Amara_Aquilla_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,217.0,"1983, October",October,1983.0,1983-10-01
Marvel,2590,Julia Carpenter (Earth-616),\/Julia_Carpenter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,212.0,"1984, October",October,1984.0,1984-10-01
Marvel,1654,Jane Foster (Earth-616),\/Jane_Foster_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,211.0,"1962, September",September,1962.0,1962-09-01
Marvel,2482,Mortimer Toynbee (Earth-616),\/Mortimer_Toynbee_(Earth-616),Secret Identity,,Black Eyes,Brown Hair,Male Characters,,Living Characters,210.0,"1964, March",March,1964.0,1964-03-01
Marvel,1080,Scott Lang (Earth-616),\/Scott_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,209.0,"1979, March",March,1979.0,1979-03-01
Marvel,1840,Paige Guthrie (Earth-616),\/Paige_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,207.0,"1984, November",November,1984.0,1984-11-01
Marvel,8648,Benjamin Parker (Earth-616),\/Benjamin_Parker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,205.0,"1962, August",August,1962.0,1962-08-01
Marvel,1117,Erik Josten (Earth-616),\/Erik_Josten_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,204.0,"1965, October",October,1965.0,1965-10-01
Marvel,1122,Jeanne-Marie Beaubier (Earth-616),\/Jeanne-Marie_Beaubier_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,203.0,"1979, April",April,1979.0,1979-04-01
Marvel,1027,Carl Creel (Earth-616),\/Carl_Creel_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,202.0,"1964, April",April,1964.0,1964-04-01
Marvel,18854,Gloria Grant (Earth-616),\/Gloria_Grant_(Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,202.0,"1975, January",January,1975.0,1975-01-01
Marvel,2528,Michael Twoyoungmen (Earth-616),\/Michael_Twoyoungmen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,200.0,"1979, April",April,1979.0,1979-04-01
Marvel,119275,Hope Summers (Earth-616),\/Hope_Summers_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,200.0,"2008, January",January,2008.0,2008-01-01
Marvel,2470,Eric Masterson (Earth-616),\/Eric_Masterson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,198.0,"1988, May",May,1988.0,1988-05-01
Marvel,1544,Alexander Power (Earth-616),\/Alexander_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,197.0,"1984, August",August,1984.0,1984-08-01
Marvel,2501,Matthew Hawk (Earth-616),\/Matthew_Hawk_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,195.0,"1962, November",November,1962.0,1962-11-01
Marvel,1888,Jessica Jones (Earth-616),\/Jessica_Jones_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,195.0,"1963, September",September,1963.0,1963-09-01
Marvel,1215,Frederick Dukes (Earth-616),\/Frederick_Dukes_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,194.0,"1964, January",January,1964.0,1964-01-01
Marvel,1204,Eric Brooks (Earth-616),\/Eric_Brooks_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,194.0,"1973, July",July,1973.0,1973-07-01
Marvel,1523,Eros (Earth-616),\/Eros_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193.0,"1973, February",February,1973.0,1973-02-01
Marvel,1232,Madison Jeffries (Earth-616),\/Madison_Jeffries_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,193.0,"1983, August",August,1983.0,1983-08-01
Marvel,2099,Mandarin (Earth-616),\/Mandarin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,190.0,"1964, February",February,1964.0,1964-02-01
Marvel,2006,The Wizard (Earth-616),\/The_Wizard_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,189.0,"1962, November",November,1962.0,1962-11-01
Marvel,51769,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189.0,"2006, October",October,2006.0,2006-10-01
Marvel,1943,Sergei Kravinoff (Earth-616),\/Sergei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,188.0,"1964, August",August,1964.0,1964-08-01
Marvel,1315,Jonothon Starsmore (Earth-616),\/Jonothon_Starsmore_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,187.0,"1994, November",November,1994.0,1994-11-01
Marvel,1142,Helmut Zemo (Earth-616),\/Helmut_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,184.0,"1973, December",December,1973.0,1973-12-01
Marvel,15901,Victor Borkowski (Earth-616),\/Victor_Borkowski_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184.0,"2003, August",August,2003.0,2003-08-01
Marvel,4368,Edward Leeds (Earth-616),\/Edward_Leeds_(Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,181.0,"1964, November",November,1964.0,1964-11-01
Marvel,1576,Ultron (Earth-616),\/Ultron_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,181.0,"1968, July",July,1968.0,1968-07-01
Marvel,1386,Douglas Ramsey (Earth-616),\/Douglas_Ramsey_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,181.0,"1984, March",March,1984.0,1984-03-01
