call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
WQPR,88.7 FM,Muscle Shoals,University of Alabama,Public radio,Alabama,65441.0,FM,UNIVERSITY OF ALABAMA,LICENSED,Click for Details
WQRR,101.7 FM,Reform,"Townsquare Media Tuscaloosa License, LLC",Alternative rock,Alabama,,,,,
WQRV,100.3 FM,Meridianville,"iHM Licenses, LLC",Classic hits,Alabama,19456.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQRX,870 AM,Valley Head,Joy Christian Ministries,Silent,Alabama,,,,,
WQSB,105.1 FM,Albertville,"Sand Mountain Broadcasting Service, Inc.",Country,Alabama,,,,,
WQSI,93.9 FM,Union Springs,"Tiger Communications, Inc.",News/Talk,Alabama,,,,,
WQUA,102.1 FM,Citronelle,"Family Worship Center Church, Inc.",Religious,Alabama,,,,,
WQXD-LP,97.9 FM,Athens,Emmanuel Full Gospel Ministries,Christian country,Alabama,,,,,
WQZX,94.3 FM,Greenville,"Haynes Broadcasting, Inc.",Country,Alabama,,,,,
WQZZ,107.3 FM,Boligee,Mildred R. Porter,Urban contemporary,Alabama,,,,,
WRAB,1380 AM,Arab,Fun Media Group of Alabama LLC,Country,Alabama,,,,,
WRBZ,1250 AM,Wetumpka,"TBE, LLC",Classic hits,Alabama,,,,,
WRFS,105.1 FM,Rockford,"Marble City Media, LLC",Classic hits,Alabama,,,,,
WRHP,100.1 FM,Anniston,Anniston Seventh-Day Adventist Church,Christian talk,Alabama,,,,,
WRJL-FM,99.9 FM,Eva,"Rojo, Inc.",Southern gospel,Alabama,,,,,
WRJM-LP,95.5 FM,Cullman,"Cullman Community Radio, Inc.",Variety,Alabama,,,,,
WRKH,96.1 FM,Mobile,"iHM Licenses, LLC",Classic rock,Alabama,53142.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRLD,95.3 FM,Valley,"PMB Broadcasting, LLC",Urban adult contemporary,Alabama,,,,,
WRMG,1430 AM,Red Bay,"Jack W. Ivy, Sr.",Classic country,Alabama,,,,,
WRNF,89.5 FM,Selma,The Moody Bible Institute of Chicago,Religious,Alabama,,,,,
WRNK-LP,96.3 FM,Lanett,Contact Ministry Center,Religious Teaching,Alabama,,,,,
WRSA-FM,96.9 FM,Holly Pond,"NCA, Inc.",Adult contemporary,Alabama,,,,,
WRTR,105.9 FM,Brookwood,"iHM Licenses, LLC",News/Talk,Alabama,,,,,
WRTT-FM,95.1 FM,Huntsville,"Southern Stone Communications, LLC",Active rock,Alabama,,,,,
WRWA,88.7 FM,Dothan,Troy University,Public Radio; News/Talk/Classical,Alabama,68185.0,FM,TROY UNIVERSITY,LICENSED,Click for Details
WRYC,92.5 FM,Frisco City,"Blackbelt Broadcasting, Inc.",Country,Alabama,,,,,
WRYD,97.7 FM,Jemison,TBTA Ministries,Christian rock/Rap,Alabama,,,,,
WSBM,1340 AM,Florence,Big River Broadcasting Corporation,Sports,Alabama,,,,,
WSGN,98.3 FM,Stewartville,"Marble City Media, LLC",Oldies,Alabama,704.0,FM,"MARBLE CITY MEDIA, LLC",LICENSED,Click for Details
WSGQ-LP,103.3 FM,Columbia,"Columbia Radio Communications, Inc.",Classic country/Variety,Alabama,,,,,
WSJA,91.3 FM,York,"Augusta Radio Fellowship Institute, Inc.",Christian (Good News Network),Alabama,,,,,
WSJL,88.1 FM,Bessemer,"Elijah Radio, Inc.",Christian talk,Alabama,,,,,
WSLY,104.9 FM,York,"Grantell Broadcasting, LLC",Mainstream rock,Alabama,24820.0,FM,"GRANTELL BROADCASTING, LLC",LICENSED,Click for Details
WSMX-FM,100.3 FM,Goshen,J&W Communications LLC,Classic country/Classic hits,Alabama,,,,,
WSTF,91.5 FM,Andalusia,"Faith Broadcasting, Inc.",Religious,Alabama,,,,,
WSTH-FM,106.1 FM,Alexander City,"iHM Licenses, LLC",Country,Alabama,,,,,
WSYP-LP,95.1 FM,Birmingham,Sankofa Youth Development Program Inc,Variety,Alabama,,,,,
WTAK-FM,106.1 FM,Hartselle,"iHM Licenses, LLC",Classic rock,Alabama,25383.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTBB,89.9 FM,Gadsden,Trinity Christian Academy,Christian (WTBJ),Alabama,,,,,
WTBC,1230 AM,Tuscaloosa,"Townsquare Media Tuscaloosa License, LLC",Classic country,Alabama,,,,,
WTBF,970 AM,Troy,Troy Broadcasting Corp.,Sports,Alabama,,,,,
WTBF-FM,94.7 FM,Brundidge,Troy Broadcasting Corporation,Talk/Personality/Oldies,Alabama,,,,,
WTBJ,91.3 FM,Oxford,Trinity Christian Academy,Christian,Alabama,,,,,
WTDR,1350 AM,Gadsden,"Rainbow City Media, LLC",Country,Alabama,,,,,
WTDR-FM,92.7 FM,Talladega,"The Jeff Beck Broadcasting Group, LLC",Country/Classic country,Alabama,,,,,
WTGZ,95.9 FM,Tuskegee,Tiger Communications Inc.,Alternative rock,Alabama,,,,,
WTKI,1450 AM,Huntsville,FRC of Alabama LLC d/b/a Focus Radio Communications,Soft adult contemporary,Alabama,,,,,
WTLM,1520 AM,Opelika,"iHM Licenses, LLC",Urban gospel,Alabama,,,,,
WTLS,1300 AM,Tallassee,"Michael Butler Broadcasting, LLC",Talk/Sports,Alabama,,,,,
WTOF,1110 AM,Bay Minette,"Buddy Tucker Association, Inc.",Silent,Alabama,,,,,
WTSK,790 AM,Tuscaloosa,"Townsquare Media Tuscaloosa License, LLC",Gospel,Alabama,,,,,
WTSU,89.9 FM,Montgomery–Troy,Troy University,Public radio; Classical,Alabama,68187.0,FM,TROY UNIVERSITY,LICENSED,Click for Details
WTUG-FM,92.9 FM,Northport,"Townsquare License, LLC",Urban adult contemporary,Alabama,,,,,
WTUS-LP,103.3 FM,Tuscaloosa,Tuscaloosa City Board of Education,Travelers Info/Smooth jazz,Alabama,,,,,
WTVY-FM,95.5 FM,Dothan,"Gulf South Communications, Inc.",Country,Alabama,,,,,
WTWX-FM,95.9 FM,Guntersville,"Guntersville Broadcasting Company, Inc.",Country/Talk,Alabama,,,,,
WTXK,1210 AM,Pike Road,"Frontdoor Broadcasting, L.L.C.",Sports,Alabama,,,,,
WTXT,98.1 FM,Fayette,"iHM Licenses, LLC",Country,Alabama,68418.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUAL-FM,91.5 FM,Tuscaloosa,University of Alabama,Public radio,Alabama,69168.0,FM,UNIVERSITY OF ALABAMA,LICENSED,Click for Details
WUBZ-LP,100.7 FM,Tuskegee,City of Tuskegee,Urban gospel,Alabama,,,,,
WUHT,107.7 FM,Birmingham,"Radio License Holding CBC, LLC",Hot urban adult contemporary,Alabama,,,,,
WUMO-LP,94.5 FM,Montgomery,Aframsouth,Urban Gospel/Jazz,Alabama,,,,,
WUMP,730 AM,Madison,Cumulus Licensing LLC,Sports,Alabama,,,,,
WURL,760 AM,Moody,The Bill Davidson Evangelistic Association,Southern gospel,Alabama,,,,,
WURY-LP,97.1 FM,Phenix City,Talkfaith Radio,Religious (3ABN),Alabama,,,,,
WVAS,90.7 FM,Montgomery,Alabama State University (ASU),Jazz,Alabama,727.0,FM,ALABAMA STATE UNIVERSITY (ASU),LICENSED,Click for Details
WVBC-LP,96.9 FM,Bessemer,Bessemer City Schools,Variety,Alabama,,,,,
WVFG,107.5 FM,Uniontown,"Charles E. Jones, Jr.",Urban/Oldies/Gospel,Alabama,,,,,
WVMB-LP,107.9 FM,Madison,"Madison Baptist Church, Inc.",Religious Teaching,Alabama,,,,,
WVNA,1590 AM,Tuscumbia,"Singing River Media Group, LLC",Mainstream rock,Alabama,,,,,
WVNA-FM,105.5 FM,Muscle Shoals,"Singing River Media Group, LLC",Mainstream rock,Alabama,,,,,
WVNN,770 AM,Athens,Cumulus Licensing LLC,News/Talk,Alabama,,,,,
WVNN-FM,92.5 FM,Trinity,Cumulus Licensing LLC,News/Talk,Alabama,,,,,
WVOB,91.3 FM,Dothan,"Bethany Divinity College And Seminary, Inc.",Southern gospel,Alabama,,,,,
WVOK,1580 AM,Oxford,"Woodard Broadcasting Co., Inc.",Oldies,Alabama,,,,,
WVOK-FM,97.9 FM,Oxford,"Woodard Broadcasting Co., Inc.",Hot adult contemporary,Alabama,,,,,
WVRV,97.5 FM,Pine Level,"Back Door Broadcasting, LLC",Contemporary Christian,Alabama,,,,,
WVSA,1380 AM,Vernon,"Lamar County Broadcasting Company, Inc.",Country/Sports,Alabama,,,,,
WVSM,1500 AM,Rainsville,"Sand Mountain Advertising Co., Inc.",Southern gospel/Contemporary Christian,Alabama,,,,,
WVUA-FM,90.7 FM,Tuscaloosa,"Board of Trustees, University of Alabama",Adult album alternative,Alabama,,,,,
WWFA,102.7 FM,St. Florian,George S. Flinn Jr.,Top 40 (CHR),Alabama,,,,,
WWFF-FM,93.3 FM,New Market,Cumulus Licensing LLC,Country,Alabama,,,,,
WWGC,1090 AM,Albertville,"Quality Properties, LLC",Spanish,Alabama,,,,,
WWIC,1050 AM,Scottsboro,"Scottsboro Broadcasting Co., Inc.",Classic country,Alabama,,,,,
WWMG,97.1 FM,Millbrook,"iHM Licenses, LLC",Urban adult contemporary,Alabama,,,,,
WWPG,104.3 FM,Eutaw,"Jim Lawson Communications, Inc.",Urban adult contemporary,Alabama,,,,,
WWTM,1400 AM,Decatur,"Brantley Broadcast Associates, LLC",Sports/Talk,Alabama,,,,,
WWWH-FM,92.7 FM,Haleyville,AMS Radio LLC,Hot adult contemporary,Alabama,,,,,
WXAL,1400 AM,Demopolis,"Westburg Broadcasting Alabama, LLC",Urban contemporary/Urban oldies,Alabama,,,,,
WXFL,96.1 FM,Florence,Big River Broadcasting Corporation,Country,Alabama,,,,,
WXFX,95.1 FM,Prattville,Cumulus Licensing LLC,Mainstream rock,Alabama,17479.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WXJC,850 AM,Birmingham,"Kimtron, Inc.",Southern gospel/Talk,Alabama,,,,,
WXJC-FM,101.1 FM,Cullman,"Kimtron, Inc.",Southern gospel/Talk,Alabama,70452.0,FM,"KIMTRON, INC.",LICENSED,Click for Details
WXKD,920 AM,Brantley,"Autaugaville Radio, Inc.",Urban Contemporary,Alabama,,,,,
WXQW,660 AM,Fairhope,Cumulus Licensing LLC,Talk,Alabama,,,,,
WXVI,1600 AM,Montgomery,"New Life Ministries, Inc.",Gospel,Alabama,,,,,
WYAM,890 AM,Hartselle,"Decatur Communications Properties, LLC",Spanish variety,Alabama,,,,,
WYDE,1260 AM,Birmingham,"Kimtron, Inc.",Inspirational music (WYDE-FM),Alabama,,,,,
WYDE-FM,92.5 FM,Cordova,"Kimtron, Inc.",Inspirational music,Alabama,77749.0,FM,"KIMTRON, INC.",LICENSED,Click for Details
WYDK,97.9 FM,Eufaula,"JDK Radio, LLC",Classic hits,Alabama,,,,,
WYEA,1290 AM,Sylacauga,"Marble City Media, LLC",Classic country (WFXO),Alabama,,,,,
WYFD,91.7 FM,Decatur,"Bible Broadcasting Network, Inc.",Conservative religious (Bible Broadcasting Network),Alabama,,,,,
WYFR-LP,89.9 FM,Fairhope,Fairhope Radio,Religious Teaching,Alabama,,,,,
WYLS,670 AM,York,"Grantell Broadcasting, LLC",Black gospel,Alabama,,,,,
WYTK,93.9 FM,Rogersville,"Valley Broadcasting, Inc.",Sports,Alabama,,,,,
WYVC,102.3 FM,Camden,Down Home Broadcasting,Urban gospel,Alabama,,,,,
WYZK-LP,98.3 FM,Hartselle,Association for Social Justice in Morgan County,Variety,Alabama,,,,,
WZAL-LP,99.9 FM,Alabaster,Alabaster Broadcasting and Community Radio,Variety,Alabama,,,,,
WZBQ,94.1 FM,Carrollton,"iHM Licenses, LLC",Top 40 (CHR),Alabama,,,,,
WZDK-LP,98.5 FM,Decatur,North Alabama Youth Sports Association,Bluegrass,Alabama,,,,,
WZEV,90.5 FM,Lineville,B. Jordan Communications Corporation,Oldies,Alabama,,,,,
WZEW,92.1 FM,Fairhope,".COM+, L.L.C.",Adult album alternative,Alabama,74287.0,FM,".COM+, L.L.C.",LICENSED,Click for Details
WZGX,1450 AM,Bessemer,"Red Mountain Ventures, LLC",Silent,Alabama,,,,,
WZHT,105.7 FM,Troy,"iHM Licenses, LLC",Mainstream urban,Alabama,,,,,
WZKD,950 AM,Montgomery,"Autaugaville Radio, Inc.",Urban adult contemporary,Alabama,,,,,
WZMG,910 AM,Pepperell,"iHM Licenses, LLC",Sports (WPCH),Alabama,,,,,
WZNJ,106.5 FM,Demopolis,"Westburg Broadcasting Alabama, LLC",Urban contemporary/Urban oldies,Alabama,,,,,
WZOB,1250 AM,Fort Payne,"Central Broadcasting Company, Inc.",Country,Alabama,,,,,
WZRR,99.5 FM,Birmingham,"Radio License Holding CBC, LLC",News/Talk,Alabama,,,,,
WZTZ,101.1 FM,Elba,"Boll Weevil Communications, LLC",Sports,Alabama,,,,,
WZYP,104.3 FM,Athens,Cumulus Licensing LLC,Top 40 (CHR),Alabama,,,,,
WZZA,1410 AM,Tuscumbia,"Muscle Shoals Broadcasting, Inc.",Urban adult contemporary,Alabama,,,,,
WZZK-FM,104.7 FM,Birmingham,"SM-WZZK, LLC",Country,Alabama,48724.0,FM,"SM-WZZK, LLC",LICENSED,Click for Details
WZZN,97.7 FM,Union Grove,"Neighbors Broadcast Company, LLC",Sports,Alabama,,,,,
KABN,960 AM,Kenai,"Alaska Broadcast Television, Inc.",,Alaska,,,,,
KAEB,91.9 FM,Sand Point,"Aleutian Peninsula Broadcasting, Inc.",Variety,Alaska,,,,,
KAFC,93.7 FM,Anchorage,"Christian Broadcasting, Inc.",Contemporary Christian,Alaska,,,,,
KAGV,1110 AM,Big Lake,"Voice for Christ Ministries, Inc.",Religious,Alaska,,,,,
KAKD,104.9 FM,Dillingham,Bay Broadcasting Company,Contemporary Christian/Southern gospel,Alaska,,,,,
KAKI,88.1 FM,Juneau,Educational Media Foundation,Christian Contemporary Worship Music (Air1),Alaska,,,,,
KAKL,88.5 FM,Anchorage,Educational Media Foundation,Contemporary Christian (K-Love),Alaska,,,,,
KAKN,100.9 FM,Naknek,Bay Broadcasting Company,Contemporary Christian/Southern gospel,Alaska,,,,,
KAKQ-FM,101.1 FM,Fairbanks,"iHM Licenses, LLC",Hot AC,Alaska,,,,,
KALG,98.1 FM,Kaltag,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KASH-FM,107.5 FM,Anchorage,"iHM Licenses, LLC",Country,Alaska,,,,,
KATB,89.3 FM,Anchorage,"Christian Broadcasting, Inc.",Religious,Alaska,,,,,
KAVM,105.1 FM,Cold Bay,"Alaska Village Missions, Inc.",,Alaska,,,,,
KAYO,100.9 FM,Wasilla,Alpha Media Licensee LLC,Classic Country,Alaska,,,,,
KBBI,890 AM,Homer,Kachemak Bay Broadcasting Inc,Public Radio,Alaska,,,,,
KBBO-FM,92.1 FM,Houston,OMG FCC Licenses LLC,Variety Hits,Alaska,,,,,
KBFX,100.5 FM,Anchorage,"iHM Licenses, LLC",Classic rock,Alaska,,,,,
KBJZ-LP,94.1 FM,Juneau,Gastineau Broadcasting Corporation,Jazz/Blues,Alaska,,,,,
KBKO,88.3 FM,Kodiak,"Sacred Heart Radio, Inc.",Catholic,Alaska,,,,,
KBRJ,104.1 FM,Anchorage,Alpha Media Licensee LLC,Country,Alaska,,,,,
KBRW,680 AM,Utqiaġvik,"Silakkuagvik Communications, Inc.",Public Radio,Alaska,,,,,
KBRW-FM,91.9 FM,Utqiaġvik,"Silakkuagvik Communications, Inc.",Public Radio,Alaska,60382.0,FM,"SILAKKUAGVIK COMMUNICATIONS, INC.",LICENSED,Click for Details
KBUQ,91.9 FM,Buckland,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KBYR,700 AM,Anchorage,OMG FCC Licenses LLC,News/Talk Information,Alaska,,,,,
KCAM,790 AM,Glennallen,Joy Media Ministries,Religious,Alaska,,,,,
KCAM-FM,88.7 FM,Glennallen,Joy Media Ministries,Contemporary Christian,Alaska,,,,,
KCAW,104.7 FM,Sitka,"Raven Radio Foundation, Inc.",Public Radio,Alaska,55213.0,FM,"RAVEN RADIO FOUNDATION, INC.",LICENSED,Click for Details
KCBF,820 AM,Fairbanks,"Tor Ingstad Licenses, LLC",Sports,Alaska,,,,,
KCDV,100.9 FM,Cordova,"Bayview Communications, Inc.",Adult Contemporary,Alaska,,,,,
KCEF,93.3 FM,Chefornak,"Bethel Broadcasting, Inc.",,Alaska,,,,,
KCHU,770 AM,Valdez,"Terminal Radio, Inc.",Public Radio,Alaska,,,,,
KCUK,88.1 FM,Chevak,Kashunamiut School District,Public Radio,Alaska,,,,,
KDFJ-LP,105.9 FM,Fairbanks,Bible Baptist Church of Fairbanks,Religious Teaching,Alaska,,,,,
KDHS-LP,95.5 FM,Delta Junction,Delta/Greely School District,Variety,Alaska,,,,,
KDJF,93.5 FM,Ester,"Tor Ingstad Licenses, LLC",Country,Alaska,,,,,
KDLG,670 AM,Dillingham,Dillingham City School District,Variety,Alaska,,,,,
KDLG-FM,89.9 FM,Dillingham,Dillingham City School District,Variety,Alaska,171933.0,FM,DILLINGHAM CITY SCHOOL DISTRICT,LICENSED,Click for Details
KDLL,91.9 FM,Kenai,"Pickle Hill Public Broadcasting, Inc.",Public Radio,Alaska,52538.0,FM,"PICKLE HILL PUBLIC BROADCASTING, INC.",LICENSED,Click for Details
KDRG,91.9 FM,Deering,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KEAA-LP,97.9 FM,Eagle,Eagle Community School,Variety,Alaska,,,,,
KEAG,97.3 FM,Anchorage,Alpha Media Licensee LLC,Classic hits,Alaska,,,,,
KEDI,98.3 FM,Bethel,Strait Media LLC,Full Service,Alaska,,,,,
KEGR-LP,94.1 FM,Wasilla,"Rage, Inc.",Rock/Variety,Alaska,,,,,
KENI,650 AM,Anchorage,"iHM Licenses, LLC",News/Talk,Alaska,,,,,
KEUL,88.9 FM,Girdwood,Girdwood Community Club Inc,Variety,Alaska,,,,,
KFAR,660 AM,Fairbanks,"Rob Ingstad Licenses, LLC",News/Talk,Alaska,,,,,
KFAT,92.9 FM,Anchorage,OMG FCC Licenses LLC,Rhythmic Top-40,Alaska,,,,,
KFBX,970 AM,Fairbanks,"iHM Licenses, LLC",Talk,Alaska,,,,,
KFMJ,99.9 FM,Ketchikan,KFMJ Radio LLC,Classic hits,Alaska,,,,,
KFNP-LP,99.5 FM,North Pole,"North Star Broadcasting, Inc.",Christian (Radio 74 Internationale),Alaska,,,,,
KFPS,88.1 FM,False Pass,"Aleutian Peninsula Broadcasting, Inc.",Silent,Alaska,,,,,
KFQD,750 AM,Anchorage,Alpha Media Licensee LLC,News/Talk,Alaska,,,,,
KFSE,106.9 FM,Kasilof,"KSRM, Inc.",Mainstream rock,Alaska,,,,,
KFSK,100.9 FM,Petersburg,Narrows Broadcasting Corp.,Public Radio,Alaska,47409.0,FM,NARROWS BROADCASTING CORP.,LICENSED,Click for Details
KGOT,101.3 FM,Anchorage,"iHM Licenses, LLC",Top 40 (CHR),Alaska,12515.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KGTL,620 AM,Homer,"Peninsula Communications, Inc.",News/Talk,Alaska,,,,,
KGTW,106.7 FM,Ketchikan,"Alaska Broadcast Communications, Inc.",Country,Alaska,,,,,
KGVC,91.5 FM,Glacier View,"Radio Free Palmer, Inc.",Variety,Alaska,,,,,
KGYA,90.5 FM,Grayling,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KHAR,590 AM,Anchorage,Alpha Media Licensee LLC,Sports,Alaska,,,,,
KHGQ,101.7 FM,Shungnak,Nome Seventh-Day Adventist Church,Religious,Alaska,,,,,
KHKY,92.7 FM,Akiachak,Yupiit School District,Variety,Alaska,,,,,
KHNS,102.3 FM,Haines,Lynn Canal Broadcasting,Public Radio/Variety,Alaska,39331.0,FM,LYNN CANAL BROADCASTING,LICENSED,Click for Details
KHOO,90.7 FM,Hoonah,Hoonah City School District,Variety,Alaska,,,,,
KHRA-LP,94.1 FM,Anchorage,Holy Rosary Academy,Catholic,Alaska,,,,,
KHSK,93.3 FM,Emmonak,"Bethel Broadcasting, Inc.",,Alaska,,,,,
KHUS,98.1 FM,Huslia,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KHUU,97.1 FM,Hughes,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KHYG-FM,91.1 FM,Hydaburg,Hydaburg City School District,Variety,Alaska,,,,,
KIAK-FM,102.5 FM,Fairbanks,"iHM Licenses, LLC",Country,Alaska,,,,,
KIAM,630 AM,Nenana,"Voice for Christ Ministries, Inc.",Religious,Alaska,,,,,
KIAM-FM,91.9 FM,Nenana,"Voice for Christ Ministries, Inc",Religious,Alaska,,,,,
KIAN,91.9 FM,Kiana,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KIAO,90.3 FM,Delta Junction,Delta Junction Seventh-Day Adventist Church,Religious (3ABN),Alaska,,,,,
KIBH-FM,91.7 FM,Seward,"Kenai Mountains Public Media, Inc.",Variety,Alaska,,,,,
KICY,850 AM,Nome,Arctic Broadcasting Association,Religious,Alaska,,,,,
KICY-FM,100.3 FM,Nome,Arctic Broadcasting Association,Contemporary Christian,Alaska,,,,,
KIEA,91.9 FM,Selawik,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KIFW,1230 AM,Sitka,"Alaska Broadcast Communications, Inc",Full service,Alaska,,,,,
KIGG,103.3 FM,Igiugig,Dillingham City School District,Variety,Alaska,,,,,
KIGI,106.9 FM,Igiugig,Bay Broadcasting Company,,Alaska,,,,,
KINU,89.9 FM,Kotzebue,Kotzebue Broadcasting Inc.,Variety,Alaska,,,,,
KINY,800 AM,Juneau,"Juneau Alaska Communications, LLC",Full service,Alaska,,,,,
KIYU-FM,88.1 FM,Galena,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KJHA,88.7 FM,Houston,"Evangelistic Alaska Missionary Fellowship, Inc.",Christian,Alaska,,,,,
KJLP,88.9 FM,Palmer,"Christian Broadcasting, Inc.",Religious,Alaska,,,,,
KJNO,630 AM,Juneau,"Alaska Broadcast Communications, Inc","News/Talk, Sports",Alaska,,,,,
KJNP,1170 AM,North Pole,"Evangelistic Alaska Missionary Fellowship, Inc.",Christian,Alaska,,,,,
KJNP-FM,100.3 FM,North Pole,"Evangelistic Alaska Missionary Fellowship, Inc.",Christian,Alaska,,,,,
KJNR,91.9 FM,Bethel,New Life Tabernacle Homer AK,Contemporary Christian,Alaska,,,,,
KKED,104.7 FM,Fairbanks,"iHM Licenses, LLC",Rock,Alaska,,,,,
KKET,95.9 FM,Allakaket,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KKIS-FM,96.5 FM,Soldotna,"KSRM, Inc.",Contemporary Hit Radio,Alaska,,,,,
KKLK,89.3 FM,Savoonga,Nome Seventh-Day Adventist Church,Religious,Alaska,,,,,
KKNI-FM,105.3 FM,Sterling,"KSRM, Inc.",Classic Hits,Alaska,,,,,
KKWG,93.3 FM,"Kongiganak, Alaska","Bethel Broadcasting, Inc.",,Alaska,,,,,
KLAM,1450 AM,Cordova,"Bayview Communications, Inc.",Country/Classic rock/Talk,Alaska,,,,,
KLEF,98.1 FM,Anchorage,Chinook Concert Broadcasters,Classical,Alaska,,,,,
KLIU-LP,95.9 FM,Unalakleet,Bering Light Corp,Religious Teaching,Alaska,,,,,
KLOP,91.5 FM,Holy Cross,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KLSF,89.7 FM,Juneau,Educational Media Foundation,Contemporary Christian (K-Love),Alaska,,,,,
KMBQ-FM,99.7 FM,Wasilla,OMG FCC Licenses LLC,Modern AC,Alaska,,,,,
KMGS,89.5 FM,Anvik,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KMVN,105.7 FM,Anchorage,"Last Frontier Mediactive, LLC",Rhythmic AC,Alaska,,,,,
KMXS,103.1 FM,Anchorage,Alpha Media Licensee LLC,Hot AC,Alaska,,,,,
KMXT,100.1 FM,Kodiak,Kodiak Public Broadcasting Corp.,Public Radio,Alaska,35339.0,FM,KODIAK PUBLIC BROADCASTING CORP.,LICENSED,Click for Details
KNAK-LP,97.1 FM,Naknek,King's Chapel Bristol Bay Radio,Religious Teaching,Alaska,,,,,
KNBA,90.3 FM,Anchorage,Koahnic Broadcast Corporation,Adult Album alternative,Alaska,35289.0,FM,KOAHNIC BROADCAST CORPORATION,LICENSED,Click for Details
KNEE,95.1 FM,Nenana,40 Below Broadcasting,Unknown Format,Alaska,,,,,
KNGW,88.9 FM,Juneau,CSN International,Religious (CSN International),Alaska,,,,,
KNIB,89.5 FM,Nikolai,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KNKO,88.5 FM,Shageluk,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KNLT,95.5 FM,Palmer,Joshua G. Fryfogle,Adult Album Alternative,Alaska,,,,,
KNNA-FM,99.1 FM,Nenana,"Athabascan Fiddlers Association, Inc.",Public Radio,Alaska,,,,,
KNOM,780 AM,Nome,"KNOM Radio Mission, Inc.",Full service,Alaska,,,,,
KNOM-FM,96.1 FM,Nome,"KNOM Radio Mission, Inc.",Full service,Alaska,,,,,
KNSA,930 AM,Unalakleet,"Unalakleet Broadcasting, Inc.",Variety,Alaska,,,,,
KNUL,99.1 FM,Nulato,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KNUN,91.9 FM,Toksook Bay,Kashunamiut School District,,Alaska,,,,,
KOAN,1080 AM,Anchorage,Falcon Broadcasting LLC,Talk,Alaska,,,,,
KODK,90.7 FM,Kodiak,Kodiak Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KOGJ,88.1 FM,Kenai,CSN International,Religious (CSN International),Alaska,,,,,
KOLD-FM,91.9 FM,Cold Bay,"Aleutian Peninsula Broadcasting, Inc.",Adult contemporary/Adult album alternative,Alaska,,,,,
KONR-LP,106.1 FM,Anchorage,Organization for Northern Development d/b/a Out North,Variety,Alaska,,,,,
KORI,91.9 FM,Noorvik,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KOTZ,720 AM,Kotzebue,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KOYU,98.1 FM,Koyukuk,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KPEN,840 AM,Kenai,Peninsula Communications Inc,,Alaska,,,,,
KPEN-FM,101.7 FM,Soldotna,"Peninsula Communications, Inc.",Country,Alaska,,,,,
KQHE,92.7 FM,Fairbanks,Little Flower Ministries,Catholic,Alaska,,,,,
KQQJ,90.7 FM,Juneau,Juneau Seventh-Day Adventist Church,Christian,Alaska,,,,,
KQQN,89.3 FM,Nome,Nome Seventh-Day Adventist Church,Christian,Alaska,,,,,
KQQS,89.3 FM,Sitka,Sitka Seventh-Day Adventist Church,Christian,Alaska,,,,,
KQVK,91.9 FM,Kivalina,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KRBD,105.3 FM,Ketchikan,Rainbird Community Broadcasting Corp.,Public Radio,Alaska,54928.0,FM,RAINBIRD COMMUNITY BROADCASTING CORP,LICENSED,Click for Details
KRBY,98.1 FM,Ruby,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KRFF,89.1 FM,Fairbanks,"Athabascan Fiddlers Association, Inc.",Native American/Americana,Alaska,,,,,
KRGW,106.9 FM,Fairbanks,Adventist Radio Alaska Corporation,Christian,Alaska,,,,,
KRLL-FM,93.9 FM,Circle,"Athabascan Fiddlers Association, Inc.",,Alaska,,,,,
KRMR,93.3 FM,Russian Mission,"Bethel Broadcasting, Inc.",,Alaska,,,,,
